Income,Recency,Customer_Days,Total_Spending,Total_Purchases,Cluster,Segment,Recommendation,Strategy,Channels,Offers,Goal,Customer_Review,Predicted_Sentiment
79941.0,72,4289,984,16,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"Very good, easy to work with, many uses, very good dry on icecream, just sprinkle on top.<br /><br />The only drawback to this product is the cost.  This also covers the plain PB powder.",Positive
7500.0,24,4885,122,10,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"I would buy this popcorn again.  It is at least as good as the movie theater.  It is nice to adjust to taste, e.g. I do not usually use all the salt.",Positive
41728.0,92,4689,55,5,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"I love instant oatmeal, maple brown sugar is my favorite.  I've tried different brands but Quaker is best.  Weight control has protein in it, I guess some don't know or like the taste of it, however I love it and it holds you longer between meals.  I just wish it didn't cost so much.",Positive
52247.25135379061,96,4467,124,10,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,the bars are quite small but also if you eat a ful one there is just too much moltitol and you will need to head quickly to the bathroom.,Positive
72550.0,39,4886,1319,28,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,I have 2 rescue poodles which will eat just about anything that doesn't breathe.However I just don't feed them anything after a bitter lesson of my poodle Max dying from the China dogfood crisis.I will not feed them anything but totally USA made. They do like the chick/rice and I am about to give Turkey/rice a try.  I'm happy with it being mushy as easier for Spice to eat as she has only 1 tooth. I will continue to buy as long as they are happy with it.I'm so happy to have found it at Amazon with free shipping.,Positive
65486.0,29,4336,507,17,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"These treats are similar to the PureBites, however, since I have small dogs (Peke mix), I generally don't give them these snacks because they are more suited for medium and large dogs (or small dogs with large mouths). Smaller dogs have a hard time biting down on them and there is the possibility of choking because the pieces are too large and dense for their small mouths, so I have to break them up into smaller pieces before I give them to my doggies. The PureBites, on the other hand, are flatter and easier for them to chew. The snacks appear to made in the same way, so if I had larger dogs, I would give them either this snack or the PureBites.",Positive
79143.0,2,4975,1693,29,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"My husband got these for me for Christmas because I asked for chocolate covered blueberries from a local chocolatier.  I was a bit hesitant that these would be as good as the local candy store, but they are very good.  I don't really know what acai tastes like, but with the blueberry and acai flavors together it gives a sweet-tart taste wrapped in dark chocolate.  These are very delicious.  I'm not giving up the the chocolate covered blueberries locally, but these are definitely worth trying and I would purchase these again.",Positive
35790.0,54,4831,72,7,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,I love it...we found this at Target and then decided to stock up on it from Amazon by the case. I have 2 kids who throw up at the sight of veggies so this is awesome!,Positive
82582.0,54,4310,1617,21,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,These are GREAT.  My wife and I have been eating them for years.  Love to roast them over the fire or just microwave them for 30 seconds.  As a life long vegetarian I can not compare them to real hot dogs but I think these taste great =:D.,Positive
66373.0,57,4670,606,23,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,Popchips do not last long in our house! They are a great snack and the bags are the perfect size!,Positive
82384.0,55,4875,1957,27,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"Great product.  I love the taste.  Calorie wise, they seem to be twice as high as my normal chips though",Positive
70287.0,30,4741,1093,21,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"The Schladerer Fruit Brandies chocolates are much MUCH better than anything labelled ""Very Special Chocolates"".  These fruit brandy candies taste like they are made with high quality chocolate while many of the other bottle-shaped candies taste waxy and low-quality.<br /><br />The fruit brandy fillings are nice, and while very sweet they do not seem overly sweet for the candy balance of flavors.  Of course the fillings are not very fruity but you definately get a little whiff of liquor when you bite into one (nice!)<br /><br />On my personal review scale of liquor-filled chocolates:<br />The ""Very Special"" ones are terrible and not worth the time and money (or the calories)<br /><br />The Schladerer are lovely and made with high quality chocolate, a winner<br /><br />The Ausbach brandy chocolates are the best I have ever tried, with even nicer (darker) chocolate and a stronger whiff of liquor in the filling",Positive
27938.0,31,4350,29,6,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,Great for a snack food on a bun or for a meal in the microwave or on the stove-top. Has savory flavor with cubes of beef and vegetables. Excellent value for the price without a lot of calories.,Positive
52247.25135379061,57,4665,46,7,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"Hands down, this is simply the best protein/meal replacement I've ever had.  They use real fruit extracts and wholesome ingredients.  Aside from these nice points, it tastes great; like a milkshake you would make for yourself.  No nasty/gritty taste of powdered protein or chalky powder taste.  Just all goodness.  My favorite flavor is Ice Cafe Mocha, but I will happily settle for the Creamy Chocolate Fudge until I can get the other from Amazon!  I thank Orgain 3 times a day for creating this beverage!!!!",Positive
55954.0,63,4406,518,19,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"I was introduced to this product at a party. Loved the pepper kick with the pecans and dried cranberries. It has been a favorite feature on all of my entertaining menus.  If you like cranberries, this will be a favorite.<br /><a href=""http://www.amazon.com/gp/product/B000EMX13C"">Sahale Snacks, Valdosta Blend, 5-Ounce Pouches (Pack of 6)</a>",Positive
75777.0,12,4648,1438,21,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"I loved this product until they changed the formula.  The newer version, while they claim it offers more calcium (which is great), has caused the product to be extremely messy.  I know it sound minor, but when the ENTIRE area surrounding the container or bag is completely covered in dust, you will be annoyed.  In addition to the mess, the additional powder/nutrient essentially cut down the amount of food in the bag since the weight did not increase. When I scoop out a portion now, it is hit or miss as far as whether I am going to get 60% or more powder & I worry about the caloric intake my dogs are or are not getting now.  If you are okay with a huge mess and paying more for less (I have two dogs, so the difference is significant), the product is excellent.  Unfortunately, this new change probably result in me looking into other food options for my dogs.",Negative
66653.0,18,4948,612,22,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,I bought this chocolate so I could dip fruit in it for my husband (who's diabetic).  This is the best sugar-free dark chocolate for melting that I've found.  I plan to stock up on it!,Positive
61823.0,26,4784,884,24,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,This coffee has a full bodied flavor without being overwhelming.  It's not too weak or acidic like other decafs I've tried.  I will definitely buy again.,Positive
